,Training Source,Home Office/Metro Area,Organization Number,Organization,Capability,Function 2,Career Level,Function,Function Name,Title,Training Type,Training Provider,Training Delivery Type,Training Location,Vendor Name,Conference Name,Course or Event Name,Certification Type,Certification Name,Is there a course with this certification?,Category,Activity,Support Group,Business Justification,What % of the conference is business development?,Training Hours,Travel Required,Certification Fee,Conference Fee,Course Fee,Vendor Charge
354,TAS,Metro Wash DC Arlington GS_800 NGlebe,01.01.206.004,TC Emerging Technology,Emerging Tech,TC,9,TC,Technology Consulting,Certification  -  Technology Consulting  -  Vendor All Other,Certification,Vendor All Other,Virtual,,Salesforce.com,,,Renew,ADMIN 201 Certified,Yes,Cert renewal,Salesforce,TAS TC Emerging Technology Approval Group,Current project/role,,1.0,No,100.0,0,0.0,0
355,TAS,Metro Wash DC Arlington GS_800 NGlebe,01.01.206.004,TC Emerging Technology,Emerging Tech,TC,9,TC,Technology Consulting,Certification  -  Technology Consulting  -  Vendor All Other,Certification,Vendor All Other,Virtual,,Salesforce.com,,,Renew,DEV 401 Maintenance Exam,Yes,Cert renewal,Salesforce,TAS TC Emerging Technology Approval Group,Current project/role,,1.0,No,100.0,0,0.0,0
356,TAS,Metro Wash DC Arlington GS_800 NGlebe,01.01.206.004,TC Emerging Technology,Emerging Tech,TC,10,TC,Technology Consulting,Certification  -  Technology Consulting  -  Vendor All Other,Certification,Vendor All Other,Classroom,,salesforce,,,Renew,Salesforce Admin,No,Cert renewal,Salesforce,TAS TC Emerging Technology Approval Group,Current project/role,,4.0,No,200.0,0,0.0,0
357,TAS,Metro Wash DC Arlington GS_800 NGlebe,01.01.206.004,TC Emerging Technology,Emerging Tech,TC,10,TC,Technology Consulting,Certification  -  Technology Consulting  -  Vendor All Other,Certification,Vendor All Other,Virtual,,Salesforce,,,Renew,Salesforce Administrator Summer Release Exam,No,Cert renewal,Salesforce,TAS TC Emerging Technology Approval Group,Current project/role,,2.0,No,100.0,0,0.0,0
358,TAS,Metro Wash DC Arlington GS_800 NGlebe,01.01.206.004,TC Emerging Technology,Emerging Tech,TC,9,TC,Technology Consulting,Certification  -  Technology Consulting  -  Vendor All Other,Certification,Vendor All Other,Virtual,,SalesForce,,,Renew,Salesforce Certified Administrator,Yes,Cert renewal,Salesforce,TAS TC Emerging Technology Approval Group,Current project/role,,1.0,No,100.0,0,0.0,0
359,TAS,Metro Wash DC Arlington Corp 800 N Glebe,01.01.206.004,TC Emerging Technology,Emerging Tech,TC,10,TC,Technology Consulting,Certification  -  Technology Consulting  -  Vendor All Other,Certification,Vendor All Other,Classroom,,Salesforce,,,Renew,Salesforce Certified Administrator - Spring '17 Release Exam,No,Cert renewal,Salesforce,TAS TC Emerging Technology Approval Group,Current project/role,,1.0,No,100.0,0,0.0,0
360,TAS,Metro Wash DC Arlington GS_800 NGlebe,01.01.206.004,TC Emerging Technology,Emerging Tech,TC,10,TC,Technology Consulting,Certification  -  Technology Consulting  -  Vendor All Other,Certification,Vendor All Other,Virtual,,Salesforce,,,Renew,Salesforce Certified Administrator - Summer '16 Release Exam,No,Cert renewal,Salesforce,TAS TC Emerging Technology Approval Group,Current project/role,,1.0,No,100.0,0,0.0,0
361,TAS,Metro Wash DC Arlington Corp 800 N Glebe,01.01.206.004,TC Emerging Technology,Emerging Tech,TC,10,TC,Technology Consulting,Certification  -  Technology Consulting  -  Vendor All Other,Certification,Vendor All Other,Virtual,,Salesforce,,,Renew,"Salesforce Certified Administrator, Salesforce Service Cloud Consultant",No,Cert renewal,Salesforce,TAS TC Emerging Technology Approval Group,Career growth,,1.0,No,100.0,0,0.0,0
362,TAS,Metro Wash DC Arlington GS_800 NGlebe,01.01.206.004,TC Emerging Technology,Emerging Tech,TC,7,TC,Technology Consulting,Certification  -  Technology Consulting  -  Vendor All Other,Certification,Vendor All Other,Virtual,,Webassessor,,,Renew,Salesforce Certified Force.com Developer Maintenance Exam,No,Cert renewal,Salesforce,TAS TC Emerging Technology Approval Group,Current project/role,,0.0,No,100.0,0,0.0,0
363,TAS,Atlanta GS 75 Fifth,01.01.206.004,TC Emerging Technology,Emerging Tech,TC,7,TC,Technology Consulting,Certification  -  Technology Consulting  -  Vendor All Other,Certification,Vendor All Other,Virtual,,Salesforce.com,,,Renew,Salesforce Spring 2016 Releases Exam,No,Cert renewal,Salesforce,TAS TC Emerging Technology Approval Group,Other,,2.0,No,100.0,0,0.0,0
364,TAS,Metro Wash DC Arlington GS_800 NGlebe,01.01.206.004,TC Emerging Technology,Emerging Tech,TC,6,TC,Technology Consulting,Elective Course  -  Technology Consulting  -  Accenture,Elective Course,Accenture,Classroom,,,,,,,No,Sales,Solution Arch,TAS TC Emerging Technology Approval Group,Accenture curriculum,,24.0,No,0.0,0,0.0,0
365,TAS,Metro Wash DC Arlington GS_800 NGlebe,01.01.206.004,TC Emerging Technology,Emerging Tech,TC,6,TC,Technology Consulting,Elective Course  -  Technology Consulting  -  Accenture,Elective Course,Accenture,Classroom,,,,,,,,Sales,Solution Arch,TAS TC Emerging Technology Approval Group,Accenture curriculum,,24.0,No,0.0,0,0.0,0
366,TAS,San Antonio AFS 7050 Fairgrounds,01.01.207.109,TDSADC Infrastructure,Infracstructure,TDSADC,9,TD,Technology Delivery,Certification  -  Technology Delivery  -  Vendor All Other,Certification,Vendor All Other,Classroom,,Hewlett Packard,,,New,ITIL Foundation for IT Service Management,Yes,Cert prep,ITIL,TAS TDSADC Infrastructure Approval Group,Career growth,,24.0,No,0.0,0,548.0,0
367,TAS,Metro Wash DC Arlington GS_800 NGlebe,01.01.206.004,TC Emerging Technology,Emerging Tech,TC,9,TC,Technology Consulting,Elective Course  -  Technology Consulting  -  Accenture,Elective Course,Accenture,Classroom,,,,,,,,Tech Arch,Tech Arch School,TAS TC Emerging Technology Approval Group,Current project/role,,40.0,No,0.0,0,0.0,0
368,TAS,Metro Wash DC Arlington GS_800 NGlebe,01.01.206.004,TC Emerging Technology,Emerging Tech,TC,6,TC,Technology Consulting,Elective Course  -  Technology Consulting  -  Accenture,Elective Course,Accenture,Classroom,,,,,,,,Sales,The Accenture Selling Platform,TAS TC Emerging Technology Approval Group,Accenture curriculum,,24.0,No,0.0,0,0.0,0
369,TAS,Metro Wash DC Arlington GS_800 NGlebe,01.01.206.004,TC Emerging Technology,Emerging Tech,TC,7,TC,Technology Consulting,Elective Course  -  Technology Consulting  -  Accenture,Elective Course,Accenture,Classroom,,,,,,,,Sales,The Accenture Selling Platform,TAS TC Emerging Technology Approval Group,Accenture curriculum,,24.0,No,0.0,0,0.0,0
370,TAS,San Antonio AFS 7050 Fairgrounds,01.01.207.109,TDSADC Infrastructure,Infracstructure,TDSADC,11,TD,Technology Delivery,Certification  -  Technology Delivery  -  Vendor All Other,Certification,Vendor All Other,Classroom,,Hewlett Packard,,,New,ITIL Foundation for IT Service Management,Yes,Cert prep,ITIL,TAS TDSADC Infrastructure Approval Group,Career growth,,24.0,No,0.0,0,548.0,0
371,TAS,Metro Wash DC Arlington GS_800 NGlebe,01.01.206.004,TC Emerging Technology,Emerging Tech,TC,10,TC,Technology Consulting,Elective Course  -  Technology Consulting  -  Vendor All Other,Elective Course,Vendor All Other,Classroom,,Leadership Center of Excellence,,,,,,Leadership,Young Professionals Program (vendor),TAS TC Emerging Technology Approval Group,Career growth,,0.0,No,0.0,0,2000.0,0
372,TAS,Metro Wash DC Arlington GS_800 NGlebe,01.01.206.005,TC Industry,Industry,TC,6,TC,Technology Consulting,Certification  -  Technology Consulting  -  Accenture,Certification,Accenture,Virtual,,,,,New,AFS CDP Lead Certification,Yes,ACN/AFS Curriculum,CDP,TAS TC Industry Approval Group,Other,,4.5,No,0.0,0,0.0,0
373,TAS,Metro Wash DC Arlington GS_800 NGlebe,01.01.206.005,TC Industry,Industry,TC,6,TC,Technology Consulting,Elective Course  -  Technology Consulting  -  Accenture,Elective Course,Accenture,Classroom,,,,,,,,ACN/AFS Curriculum,AFS Cost Compliance,TAS TC Industry Approval Group,Career growth,,8.0,No,0.0,0,0.0,0
374,MyLearning,,01.01.206.005,TC Industry,Industry,TC,9,TC,Technology Consulting,,Inclusion & Diversity,Accenture,Classroom,"Leesburg, Virginia National Conference Center",,,,,,,I&D,Driving Stronger Performance,,,,16.0,No,0.0,0,2250.0,0
375,MyLearning,,01.01.206.005,TC Industry,Industry,TC,9,TC,Technology Consulting,,Inclusion & Diversity,Accenture,Classroom,"Leesburg, Virginia National Conference Center",,,,,,,I&D,Driving Stronger Performance,,,,16.0,No,0.0,0,2250.0,0
376,MyLearning,,01.01.206.005,TC Industry,Industry,TC,7,TC,Technology Consulting,,Inclusion & Diversity,Accenture,Classroom,Westin Gateway Arlington,,,,,,,I&D,IWD - Intl Women's Day,,,,8.0,No,0.0,0,0.0,0
377,MyLearning,,01.01.206.005,TC Industry,Industry,TC,7,TC,Technology Consulting,,Inclusion & Diversity,Accenture,Classroom,Westin Gateway Arlington,,,,,,,I&D,IWD - Intl Women's Day,,,,8.0,No,0.0,0,0.0,0
378,MyLearning,,01.01.206.005,TC Industry,Industry,TC,7,TC,Technology Consulting,,Inclusion & Diversity,Accenture,Classroom,Westin Gateway Arlington,,,,,,,I&D,IWD - Intl Women's Day,,,,8.0,No,0.0,0,0.0,0
379,MyLearning,,01.01.206.005,TC Industry,Industry,TC,9,TC,Technology Consulting,,Inclusion & Diversity,Accenture,Classroom,Westin Gateway Arlington,,,,,,,I&D,IWD - Intl Women's Day,,,,8.0,No,0.0,0,0.0,0
380,TAS,Metro Wash DC Arlington GS_800 NGlebe,01.01.206.005,TC Industry,Industry,TC,6,TC,Technology Consulting,Elective Course  -  Technology Consulting  -  Accenture,Elective Course,Accenture,Classroom,,,,,,,,ACN/AFS Curriculum,AFS Cost Compliance,TAS TC Industry Approval Group,Career growth,,8.0,No,0.0,0,0.0,0
381,TAS,Metro Wash DC Arlington GS_800 NGlebe,01.01.206.005,TC Industry,Industry,TC,6,TC,Technology Consulting,Elective Course  -  Technology Consulting  -  Accenture,Elective Course,Accenture,Classroom,,,,,,,,ACN/AFS Curriculum,AFS Cost Compliance,TAS TC Industry Approval Group,Career growth,,8.0,No,0.0,0,0.0,0
382,TAS,Metro Wash DC Arlington GS_800 NGlebe,01.01.206.005,TC Industry,Industry,TC,6,TC,Technology Consulting,Elective Course  -  Technology Consulting  -  Accenture,Elective Course,Accenture,Classroom,,,,,,,,ACN/AFS Curriculum,AFS Cost Compliance,TAS TC Industry Approval Group,Career growth,,8.0,No,0.0,0,0.0,0
383,TAS,Metro Wash DC Arlington GS_800 NGlebe,01.01.206.005,TC Industry,Industry,TC,7,TC,Technology Consulting,Elective Course  -  Technology Consulting  -  Accenture,Elective Course,Accenture,Classroom,,,,,,,,SalesForce,Salesforce Admin,TAS TC Industry Approval Group,Upcoming project/role,,40.0,No,0.0,0,0.0,0
384,TAS,Metro Wash DC Arlington GS_800 NGlebe,01.01.206.004,TC Emerging Technology,Emerging Tech,TC,6,TC,Technology Consulting,Conference  -  Technology Consulting  -  Vendor,Conference,Vendor,,San Jose CA,DataStax,Cassandra Summit,,,,,Analytics/Big Data,Conf - Cassandra Summit - Not on approved list,TAS TC Emerging Technology Approval Group,Current project/role,100.0,32.0,Yes,0.0,1200,0.0,0
385,TAS,Metro Wash DC Arlington Corp 800 N Glebe,01.01.206.005,TC Industry,Industry,TC,7,TC,Technology Consulting,Elective Course  -  Technology Consulting  -  Accenture,Elective Course,Accenture,Classroom,,,,,,,,ServiceNow,SNOW Service Cloud Bootcamp,TAS TC Industry Approval Group,Upcoming project/role,,32.0,No,0.0,0,0.0,0
386,TAS,Chicago Corp 161 Clark St,01.01.206.005,TC Industry,Industry,TC,7,TC,Technology Consulting,Elective Course  -  Technology Consulting  -  Accenture,Elective Course,Accenture,Classroom - St.Charles,,,,,,,,Tech Arch,Advanced Tech Arch School,TAS TC Industry Approval Group,Career growth,,40.0,No,0.0,0,0.0,0
387,TAS,Metro Wash DC Arlington GS_800 NGlebe,01.01.206.005,TC Industry,Industry,TC,6,TC,Technology Consulting,Elective Course  -  Technology Consulting  -  Accenture,Elective Course,Accenture,Classroom,,,,,,,,ACN/AFS Curriculum,AFS Cost Compliance,TAS TC Industry Approval Group,Career growth,,8.0,No,0.0,0,0.0,0
388,TAS,Metro Wash DC Arlington GS_800 NGlebe,01.01.206.005,TC Industry,Industry,TC,6,TC,Technology Consulting,Elective Course  -  Technology Consulting  -  Accenture,Elective Course,Accenture,Classroom,,,,,,,,ACN/AFS Curriculum,AFS Cost Compliance,TAS TC Industry Approval Group,Career growth,,8.0,No,0.0,0,0.0,0
389,TAS,Metro Wash DC Arlington GS_800 NGlebe,01.01.206.005,TC Industry,Industry,TC,6,TC,Technology Consulting,Elective Course  -  Technology Consulting  -  Accenture,Elective Course,Accenture,Classroom,,,,,,,,ACN/AFS Curriculum,AFS Cost Compliance,TAS TC Industry Approval Group,Career growth,,8.0,No,0.0,0,0.0,0
390,TAS,Raleigh GS 3301 Benson,01.01.206.005,TC Industry,Industry,TC,6,TC,Technology Consulting,Elective Course  -  Technology Consulting  -  Accenture,Elective Course,Accenture,Classroom,"Chantilly, VA",,,,,,,ACN/AFS Curriculum,AFS Cost Compliance,TAS TC Industry Approval Group,Career growth,,8.0,Yes,0.0,0,0.0,0
391,TAS,Metro Wash DC Arlington GS_800 NGlebe,01.01.206.005,TC Industry,Industry,TC,4,TC,Technology Consulting,Elective Course  -  Technology Consulting  -  Accenture,Elective Course,Accenture,Classroom,,,,,,,,ACN/AFS Curriculum,AFS Cost Compliance,TAS TC Industry Approval Group,Career growth,,8.0,No,0.0,0,0.0,0
392,TAS,Metro Wash DC Arlington GS_800 NGlebe,01.01.206.005,TC Industry,Industry,TC,6,TC,Technology Consulting,Elective Course  -  Technology Consulting  -  Accenture,Elective Course,Accenture,Classroom,,,,,,,,ACN/AFS Curriculum,AFS Cost Compliance,TAS TC Industry Approval Group,Career growth,,8.0,No,0.0,0,0.0,0
393,TAS,Metro Wash DC Arlington GS_800 NGlebe,01.01.206.005,TC Industry,Industry,TC,6,TC,Technology Consulting,Elective Course  -  Technology Consulting  -  Accenture,Elective Course,Accenture,Classroom,,,,,,,,ACN/AFS Curriculum,AFS Cost Compliance,TAS TC Industry Approval Group,Career growth,,8.0,No,0.0,0,0.0,0
394,TAS,Metro Wash DC Arlington GS_800 NGlebe,01.01.206.005,TC Industry,Industry,TC,6,TC,Technology Consulting,Elective Course  -  Technology Consulting  -  Accenture,Elective Course,Accenture,Classroom,,,,,,,,ACN/AFS Curriculum,AFS Cost Compliance,TAS TC Industry Approval Group,Career growth,,8.0,No,0.0,0,0.0,0
395,TAS,Metro Wash DC Arlington GS_800 NGlebe,01.01.206.005,TC Industry,Industry,TC,6,TC,Technology Consulting,Elective Course  -  Technology Consulting  -  Accenture,Elective Course,Accenture,Classroom,,,,,,,,ACN/AFS Curriculum,AFS Cost Compliance,TAS TC Industry Approval Group,Career growth,,8.0,No,0.0,0,0.0,0
396,TAS,Metro Wash DC Arlington GS_800 NGlebe,01.01.206.005,TC Industry,Industry,TC,6,TC,Technology Consulting,Elective Course  -  Technology Consulting  -  Accenture,Elective Course,Accenture,Classroom,,,,,,,,ACN/AFS Curriculum,AFS QA/Risk Mgmt Workshop,TAS TC Industry Approval Group,Accenture curriculum,,4.0,No,0.0,0,0.0,0
397,TAS,Chicago GS 161 Clark St,01.01.206.005,TC Industry,Industry,TC,7,TC,Technology Consulting,Elective Course  -  Technology Consulting  -  Accenture,Elective Course,Accenture,Classroom,,,,,,,,Agile,Agile Delivery School,TAS TC Industry Approval Group,Current project/role,,16.0,No,0.0,0,0.0,0
398,TAS,Dallas GS 5221 O'Connor Las Colinas,01.01.206.005,TC Industry,Industry,TC,9,TC,Technology Consulting,Elective Course  -  Technology Consulting  -  Accenture,Elective Course,Accenture,Virtual,,,,,,,,ACN/AFS Curriculum,Cassandra,TAS TC Industry Approval Group,Career growth,,12.0,No,0.0,0,0.0,0
399,TAS,Metro Wash DC Arlington Corp 800 N Glebe,01.01.206.005,TC Industry,Industry,TC,9,TC,Technology Consulting,Elective Course  -  Technology Consulting  -  Accenture,Elective Course,Accenture,Classroom,,,,,,,,ServiceNow,SNOW Service Cloud Bootcamp,TAS TC Industry Approval Group,Current project/role,,32.0,No,0.0,0,0.0,0
400,TAS,Metro Wash DC Arlington Corp 800 N Glebe,01.01.206.005,TC Industry,Industry,TC,7,TC,Technology Consulting,Elective Course  -  Technology Consulting  -  Accenture,Elective Course,Accenture,Classroom,Glebe on day 1 and Chantilly on day 2,,,,,,,AI,AI Hackathon,TAS TC Industry Approval Group,Accenture curriculum,,16.0,Yes,0.0,0,0.0,0
401,TAS,Metro Wash DC Arlington GS_800 NGlebe,01.01.206.005,TC Industry,Industry,TC,9,TC,Technology Consulting,Certification  -  Technology Consulting  -  Accenture,Certification,Accenture,Classroom,Chantilly VA Accenture Office - USA - Chantilly VA Accenture Office,,,,New,ICAgile Certified Professional (ICP),Yes,Agile,AWF (Agile Way Fundamentals),TAS TC Industry Approval Group,Current project/role,,24.0,Yes,0.0,0,0.0,0
402,TAS,Metro Wash DC Arlington GS_800 NGlebe,01.01.206.005,TC Industry,Industry,TC,7,TC,Technology Consulting,Certification  -  Technology Consulting  -  Accenture,Certification,Accenture,Classroom,,,,,New,ICAgile Certified Professional (ICP),Yes,Agile,AWF (Agile Way Fundamentals),TAS TC Industry Approval Group,Other,,24.0,No,0.0,0,0.0,0
403,TAS,Metro Wash DC Arlington GS_800 NGlebe,01.01.206.005,TC Industry,Industry,TC,7,TC,Technology Consulting,Certification  -  Technology Consulting  -  Accenture,Certification,Accenture,Classroom,,,,,New,ICAgile Certified Professional (ICP),Yes,Agile,AWF (Agile Way Fundamentals),TAS TC Industry Approval Group,Current project/role,,24.0,No,0.0,0,0.0,0
404,TAS,Metro Wash DC Arlington GS_800 NGlebe,01.01.206.005,TC Industry,Industry,TC,7,TC,Technology Consulting,Certification  -  Technology Consulting  -  Accenture,Certification,Accenture,Classroom,,,,,New,ICAgile Certified Professional (ICP) certification,Yes,Agile,AWF (Agile Way Fundamentals),TAS TC Industry Approval Group,Current project/role,,24.0,No,0.0,0,0.0,0
405,TAS,Metro Wash DC Arlington GS_800 NGlebe,01.01.206.005,TC Industry,Industry,TC,9,TC,Technology Consulting,Certification  -  Technology Consulting  -  Accenture,Certification,Accenture,Classroom,,,,,New,ICAgile Certified Professional (ICP) certification,Yes,Agile,AWF (Agile Way Fundamentals),TAS TC Industry Approval Group,Current project/role,,24.0,No,0.0,0,0.0,0
406,TAS,Dallas GS 5221 O'Connor Las Colinas,01.01.206.005,TC Industry,Industry,TC,9,TC,Technology Consulting,Certification  -  Technology Consulting  -  Accenture,Certification,Accenture,Classroom,"7050 Fairgrounds Parkway San Antonio, Texas",,,,New,ICAgile Certified Professionals (ICP),Yes,Agile,AWF (Agile Way Fundamentals),TAS TC Industry Approval Group,Career growth,,24.0,Yes,0.0,0,0.0,0
407,TAS,Metro Wash DC Arlington GS_800 NGlebe,01.01.206.005,TC Industry,Industry,TC,7,TC,Technology Consulting,Certification  -  Technology Consulting  -  Vendor All Other,Certification,Vendor All Other,Classroom,,Scaled Agile,,,New,SAFe Program Consultant (SPC4),Yes,Agile,Scaled Agile Framework (SAFe),TAS TC Industry Approval Group,Current project/role,,36.0,No,0.0,0,2995.0,0
408,TAS,Metro Wash DC Arlington GS_800 NGlebe,01.01.206.005,TC Industry,Industry,TC,9,TC,Technology Consulting,Certification  -  Technology Consulting  -  Accenture,Certification,Accenture,Virtual,,,,,New,Accenture-INSEAD Online Strategy Certificate,Yes,ACN/AFS Curriculum,Accenture-INSEAD Online Strategy Certificate,TAS TC Industry Approval Group,Career growth,,0.0,No,0.0,0,0.0,0
